Tahun,Provinsi,Pemda,Akun,Anggaran,Realisasi,Persentase
2026,Provinsi Papua Tengah,Kab. Paniai,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"11,90 M","5,08 M",42.72
2026,Provinsi Papua Tengah,Kab. Paniai,Dana Bantuan Operasional Sekolah,"59,15 M","27,92 M",47.20
2026,Provinsi Papua Tengah,Kab. Paniai,Dana Tambahan Penghasilan Guru ASN Daerah,"0,02 M","0,02 M",86.90
2026,Provinsi Papua Tengah,Kab. Paniai,Dana Tunjangan Khusus Guru ASN Daerah,"6,00 M","1,44 M",24.06
2026,Provinsi Papua Tengah,Kab. Paniai,Dana Tunjangan Profesi Guru ASN Daerah,"13,21 M","2,02 M",15.32
2026,Provinsi Papua Tengah,Kab. Paniai,DANA DESA,"92,96 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Paniai,Dana Desa,"92,96 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Paniai,Dana Desa,"92,96 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Paniai,TOTAL TKDD,"1.151,98 M","320,54 M",27.83
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,TRANSFER KE DAERAH,"1.095,83 M","335,75 M",30.64
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Bagi Hasil,"43,84 M","10,02 M",22.86
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"2,91 M","0,29 M",10.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,DBH PPh Pasal 21,"3,81 M","0,38 M",10.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,DBH PPh Pasal 25/29 OP,"0,02 M","0,00 M",10.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,DBH SDA Kehutanan - PSDH,"0,10 M","0,10 M",100.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,DBH SDA Minerba - Royalti,"36,74 M","9,19 M",25.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Alokasi Umum,"771,97 M","247,33 M",32.04
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Alokasi Umum,"741,98 M","247,33 M",33.33
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Alokasi Umum Bidang Kesehatan,"22,75 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Alokasi Umum Bidang Pendidikan,"6,63 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Alokasi Umum Pendanaan Kelurahan,"0,60 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Alokasi Khusus Fisik,"12,43 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Alokasi Khusus Penugasan,"12,43 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Otonomi Khusus,"218,65 M","65,60 M",30.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Belanja Dana Otonomi Khusus yang Bersifat Umum Provinsi Papua Tengah,"84,36 M","25,31 M",30.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Belanja Dana Otonomi Khusus yang Telah Ditentukan Penggunaannya Provinsi Papua Tengah,"122,03 M","36,61 M",30.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Belanja Dana Tambahan Infrastruktur Provinsi Papua Tengah,"12,26 M","3,68 M",30.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Alokasi Khusus Nonfisik,"48,94 M","12,81 M",26.17
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Bantuan Operasional Keluarga Berencana,"2,70 M","1,35 M",50.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Bantuan Operasional Kesehatan,"16,52 M","1,53 M",9.28
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"1,12 M","0,47 M",41.79
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"0,52 M","0,14 M",27.44
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Bantuan Operasional Sekolah,"16,80 M","7,87 M",46.84
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Tambahan Penghasilan Guru ASN Daerah,"0,01 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Tunjangan Khusus Guru ASN Daerah,"4,14 M","0,18 M",4.38
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Tunjangan Profesi Guru ASN Daerah,"7,12 M","1,27 M",17.77
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,DANA DESA,"148,27 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Desa,"148,27 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,Dana Desa,"148,27 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak Jaya,TOTAL TKDD,"1.244,10 M","335,75 M",26.99
2026,Provinsi Papua Tengah,Kab. Dogiyai,TRANSFER KE DAERAH,"766,54 M","157,68 M",20.57
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Bagi Hasil,"68,28 M","15,21 M",22.28
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Bagi Hasil Perkebunan Sawit,"0,40 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"3,08 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,DBH PPh Pasal 21,"3,93 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,DBH PPh Pasal 25/29 OP,"0,03 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,DBH SDA Kehutanan - PSDH,"0,20 M","0,05 M",25.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,DBH SDA Minerba - Royalti,"60,40 M","15,10 M",25.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Alokasi Umum,"479,13 M","75,58 M",15.77
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Alokasi Umum,"453,49 M","75,58 M",16.67
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Alokasi Umum Bidang Kesehatan,"10,95 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Alokasi Umum Bidang Pendidikan,"14,69 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Alokasi Khusus Fisik,"10,38 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Alokasi Khusus Penugasan,"10,38 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Otonomi Khusus,"148,45 M","44,54 M",30.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Belanja Dana Otonomi Khusus yang Bersifat Umum Provinsi Papua Tengah,"64,70 M","19,41 M",30.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Belanja Dana Otonomi Khusus yang Telah Ditentukan Penggunaannya Provinsi Papua Tengah,"72,12 M","21,64 M",30.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Belanja Dana Tambahan Infrastruktur Provinsi Papua Tengah,"11,63 M","3,49 M",30.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Alokasi Khusus Nonfisik,"60,30 M","22,35 M",37.06
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Bantuan Operasional Keluarga Berencana,"0,79 M","0,40 M",50.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Bantuan Operasional Kesehatan,"6,29 M","1,61 M",25.60
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"0,47 M","0,17 M",35.38
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"0,71 M","0,16 M",22.40
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Bantuan Operasional Sekolah,"38,92 M","17,91 M",46.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Tambahan Penghasilan Guru ASN Daerah,"0,01 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Tunjangan Khusus Guru ASN Daerah,"5,12 M","1,18 M",23.11
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Tunjangan Profesi Guru ASN Daerah,"7,99 M","0,93 M",11.63
2026,Provinsi Papua Tengah,Kab. Dogiyai,DANA DESA,"38,69 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Desa,"38,69 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,Dana Desa,"38,69 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Dogiyai,TOTAL TKDD,"805,24 M","157,68 M",19.58
2026,Provinsi Papua Tengah,Kab. Puncak,TRANSFER KE DAERAH,"1.176,48 M","358,77 M",30.49
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Bagi Hasil,"66,44 M","14,89 M",22.41
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Bagi Hasil Perkebunan Sawit,"0,40 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"2,80 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,DBH PPh Pasal 21,"3,66 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,DBH PPh Pasal 25/29 OP,"0,02 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,DBH SDA Kehutanan - PSDH,"0,14 M","0,03 M",25.00
2026,Provinsi Papua Tengah,Kab. Puncak,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",25.00
2026,Provinsi Papua Tengah,Kab. Puncak,DBH SDA Minerba - Royalti,"59,17 M","14,79 M",25.00
2026,Provinsi Papua Tengah,Kab. Puncak,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Alokasi Umum,"784,18 M","253,04 M",32.27
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Alokasi Umum,"759,11 M","253,04 M",33.33
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Alokasi Umum Bidang Kesehatan,"22,13 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Alokasi Umum Bidang Pendidikan,"2,93 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Alokasi Khusus Fisik,"12,78 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Alokasi Khusus Penugasan,"12,78 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Otonomi Khusus,"271,79 M","81,54 M",30.00
2026,Provinsi Papua Tengah,Kab. Puncak,Belanja Dana Otonomi Khusus yang Bersifat Umum Provinsi Papua Tengah,"100,31 M","30,09 M",30.00
2026,Provinsi Papua Tengah,Kab. Puncak,Belanja Dana Otonomi Khusus yang Telah Ditentukan Penggunaannya Provinsi Papua Tengah,"143,01 M","42,90 M",30.00
2026,Provinsi Papua Tengah,Kab. Puncak,Belanja Dana Tambahan Infrastruktur Provinsi Papua Tengah,"28,48 M","8,54 M",30.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Alokasi Khusus Nonfisik,"41,29 M","9,30 M",22.53
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Bantuan Operasional Keluarga Berencana,"1,83 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Bantuan Operasional Kesehatan,"20,99 M","3,96 M",18.86
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"1,29 M","0,37 M",28.70
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"0,15 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Bantuan Operasional Sekolah,"8,23 M","2,85 M",34.68
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Tambahan Penghasilan Guru ASN Daerah,"0,01 M","0,01 M",91.67
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Tunjangan Khusus Guru ASN Daerah,"4,22 M","1,21 M",28.62
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Tunjangan Profesi Guru ASN Daerah,"4,58 M","0,91 M",19.79
2026,Provinsi Papua Tengah,Kab. Puncak,DANA DESA,"103,16 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Desa,"103,16 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,Dana Desa,"103,16 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Puncak,TOTAL TKDD,"1.279,64 M","358,77 M",28.04
2026,Provinsi Papua Tengah,Kab. Intan Jaya,TRANSFER KE DAERAH,"838,87 M","250,09 M",29.81
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Bagi Hasil,"66,38 M","15,54 M",23.41
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Bagi Hasil Perkebunan Sawit,"0,40 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"2,78 M","0,28 M",10.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,DBH PPh Pasal 21,"3,58 M","0,36 M",10.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,DBH PPh Pasal 25/29 OP,"0,02 M","0,00 M",10.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,DBH SDA Kehutanan - PSDH,"0,19 M","0,05 M",25.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",25.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,DBH SDA Minerba - Royalti,"59,17 M","14,79 M",25.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Alokasi Umum,"537,61 M","173,20 M",32.22
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Alokasi Umum,"519,59 M","173,20 M",33.33
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Alokasi Umum Bidang Kesehatan,"14,30 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Alokasi Umum Bidang Pendidikan,"3,71 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Alokasi Khusus Fisik,"16,93 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Alokasi Khusus Penugasan,"16,93 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Otonomi Khusus,"177,51 M","53,25 M",30.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Belanja Dana Otonomi Khusus yang Bersifat Umum Provinsi Papua Tengah,"77,50 M","23,25 M",30.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Belanja Dana Otonomi Khusus yang Telah Ditentukan Penggunaannya Provinsi Papua Tengah,"90,32 M","27,10 M",30.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Belanja Dana Tambahan Infrastruktur Provinsi Papua Tengah,"9,69 M","2,91 M",30.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Alokasi Khusus Nonfisik,"40,45 M","8,10 M",20.03
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Bantuan Operasional Keluarga Berencana,"0,83 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Bantuan Operasional Kesehatan,"16,90 M","0,27 M",1.60
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"1,73 M","0,72 M",41.96
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"0,18 M","0,01 M",6.03
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Bantuan Operasional Sekolah,"10,32 M","4,16 M",40.31
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Tambahan Penghasilan Guru ASN Daerah,"0,01 M","0,00 M",70.83
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Tunjangan Khusus Guru ASN Daerah,"6,16 M","2,00 M",32.48
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Tunjangan Profesi Guru ASN Daerah,"4,32 M","0,93 M",21.49
2026,Provinsi Papua Tengah,Kab. Intan Jaya,DANA DESA,"52,10 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Desa,"52,10 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,Dana Desa,"52,10 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Intan Jaya,TOTAL TKDD,"890,98 M","250,09 M",28.07
2026,Provinsi Papua Tengah,Kab. Deiyai,TRANSFER KE DAERAH,"705,60 M","216,03 M",30.62
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Bagi Hasil,"65,15 M","15,22 M",23.36
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Bagi Hasil Perkebunan Sawit,"0,40 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Deiyai,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"2,83 M","0,28 M",10.00
2026,Provinsi Papua Tengah,Kab. Deiyai,DBH PPh Pasal 21,"3,59 M","0,36 M",10.00
2026,Provinsi Papua Tengah,Kab. Deiyai,DBH PPh Pasal 25/29 OP,"0,02 M","0,00 M",10.00
2026,Provinsi Papua Tengah,Kab. Deiyai,DBH SDA Kehutanan - PSDH,"0,13 M","0,03 M",25.00
2026,Provinsi Papua Tengah,Kab. Deiyai,DBH SDA Minerba - Royalti,"57,93 M","14,48 M",25.00
2026,Provinsi Papua Tengah,Kab. Deiyai,DBH SDA Perikanan,"0,24 M","0,06 M",25.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Alokasi Umum,"398,99 M","124,73 M",31.26
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Alokasi Umum,"374,20 M","124,73 M",33.33
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Alokasi Umum Bidang Kesehatan,"7,92 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Alokasi Umum Bidang Pendidikan,"16,86 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Otonomi Khusus,"159,82 M","47,95 M",30.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Belanja Dana Otonomi Khusus yang Bersifat Umum Provinsi Papua Tengah,"70,20 M","21,06 M",30.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Belanja Dana Otonomi Khusus yang Telah Ditentukan Penggunaannya Provinsi Papua Tengah,"84,79 M","25,44 M",30.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Belanja Dana Tambahan Infrastruktur Provinsi Papua Tengah,"4,83 M","1,45 M",30.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Alokasi Khusus Nonfisik,"81,64 M","28,13 M",34.46
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Bantuan Operasional Keluarga Berencana,"0,92 M","0,46 M",50.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Bantuan Operasional Kesehatan,"27,20 M","5,14 M",18.91
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"0,25 M","0,06 M",22.33
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"2,51 M","1,19 M",47.61
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Bantuan Operasional Sekolah,"40,74 M","20,13 M",49.40
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Tambahan Penghasilan Guru ASN Daerah,"0,01 M","0,01 M",94.44
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Tunjangan Khusus Guru ASN Daerah,"0,27 M","0,06 M",21.59
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Tunjangan Profesi Guru ASN Daerah,"9,74 M","1,08 M",11.13
2026,Provinsi Papua Tengah,Kab. Deiyai,DANA DESA,"26,90 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Desa,"26,90 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Deiyai,Dana Desa,"26,90 M","0,00 M",0.00
2026,Provinsi Papua Tengah,Kab. Deiyai,TOTAL TKDD,"732,50 M","216,03 M",29.49
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,TRANSFER KE DAERAH,"1.044,46 M","326,57 M",31.27
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Dana Bagi Hasil,"3,10 M","0,08 M",2.48
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,DBH PBB Bagian Daerah untuk Provinsi,"0,32 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,DBH PPh Pasal 21,"2,67 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,DBH PPh Pasal 25/29 OP,"0,04 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,DBH SDA Minerba - Iuran Tetap,"0,08 M","0,08 M",100.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Dana Alokasi Umum,"473,47 M","155,27 M",32.80
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Dana Alokasi Umum,"465,82 M","155,27 M",33.33
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Dana Alokasi Umum Bidang Kesehatan,"7,24 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Dana Alokasi Umum Bidang Pendidikan,"0,41 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Dana Otonomi Khusus,"563,61 M","169,08 M",30.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Belanja Dana Otonomi Khusus yang Bersifat Umum Provinsi Papua Pegunungan,"113,80 M","34,14 M",30.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Belanja Dana Otonomi Khusus yang Telah Ditentukan Penggunaannya Provinsi Papua Pegunungan,"314,01 M","94,20 M",30.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Belanja Dana Tambahan Infrastruktur Provinsi Papua Pegunungan,"135,80 M","40,74 M",30.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Dana Alokasi Khusus Nonfisik,"4,28 M","2,14 M",50.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,Dana Bantuan Operasional Kesehatan,"4,28 M","2,14 M",50.00
2026,Provinsi Papua Pegunungan,Provinsi Papua Pegunungan,TOTAL TKDD,"1.044,46 M","326,57 M",50
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,TRANSFER KE DAERAH,"1.103,80 M","343,84 M",31.15
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Bagi Hasil,"2,01 M","0,06 M",3.14
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"0,15 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,DBH PPh Pasal 21,"1,56 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,DBH PPh Pasal 25/29 OP,"0,05 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Alokasi Umum,"612,32 M","193,70 M",31.63
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Alokasi Umum,"581,11 M","193,70 M",33.33
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Alokasi Umum Bidang Kesehatan,"15,08 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Alokasi Umum Bidang Pendidikan,"15,32 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Alokasi Umum Pendanaan Kelurahan,"0,80 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Alokasi Khusus Fisik,"15,31 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Alokasi Khusus Penugasan,"15,31 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Otonomi Khusus,"290,16 M","87,05 M",30.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Belanja Dana Otonomi Khusus yang Bersifat Umum Provinsi Papua Pegunungan,"136,61 M","40,98 M",30.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Belanja Dana Otonomi Khusus yang Telah Ditentukan Penggunaannya Provinsi Papua Pegunungan,"151,52 M","45,46 M",30.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Belanja Dana Tambahan Infrastruktur Provinsi Papua Pegunungan,"2,03 M","0,61 M",30.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Alokasi Khusus Nonfisik,"184,00 M","63,03 M",34.25
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Bantuan Operasional Keluarga Berencana,"3,03 M","1,52 M",50.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Bantuan Operasional Kesehatan,"39,68 M","4,80 M",12.10
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"20,42 M","9,81 M",48.04
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"4,76 M","1,96 M",41.10
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Bantuan Operasional Sekolah,"77,28 M","36,71 M",47.50
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Tambahan Penghasilan Guru ASN Daerah,"0,01 M","0,01 M",87.50
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Tunjangan Khusus Guru ASN Daerah,"9,67 M","2,05 M",21.19
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Tunjangan Profesi Guru ASN Daerah,"29,15 M","6,17 M",21.16
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,DANA DESA,"138,61 M","0,00 M",0.00
2026,Provinsi Papua Pegunungan,Kab. Jayawijaya,Dana Desa,"138,61 M","0,00 M",0.00
